slug	count	file_count	files	locations
concerns	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:108
configuration-and-secrets	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:145
configuration-notes	1	1	.repo_studios/docs/inventory_validation.md	.repo_studios/docs/inventory_validation.md:57
constraints-and-non-goals	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:96
context	1	1	.repo_studios/docs/templates/agent_note_template.md	.repo_studios/docs/templates/agent_note_template.md:14
continuous-improvement	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:266
core-principles	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:37
core-responsibilities	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:41
core-rules	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:29
current-aggregator-inputs	1	1	.repo_studios/docs/automation/traceability/aggregator_dependency_audit.md	.repo_studios/docs/automation/traceability/aggregator_dependency_audit.md:9
current-structure	1	1	.repo_studios/docs/directory_layout.md	.repo_studios/docs/directory_layout.md:7
daily-command-checklist	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:50
data-shape	1	1	.repo_studios/docs/automation/generate_doc_index.md	.repo_studios/docs/automation/generate_doc_index.md:25
database-and-performance-hygiene	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:188
de-dupe-merge-seeds-merge-overrides-validate-sort-emit	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:157
decision-log-pending	1	1	.repo_studios/docs/automation/refactor_library_integration_notes.md	.repo_studios/docs/automation/refactor_library_integration_notes.md:81
decisions	1	1	standards/global/std-global-mission-parameters.md	standards/global/std-global-mission-parameters.md:12
deduplication	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:104
default-index-path-and-output-location	1	1	.repo_studios/docs/automation/verify_docs_integrity.md	.repo_studios/docs/automation/verify_docs_integrity.md:10
deliverables-snapshot	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:92
dependencies-environment	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:53
dependency-management	1	1	standards/project/std-project-operating-standard.md	standards/project/std-project-operating-standard.md:12
design-decisions-required	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:114
designdecisionsrequired	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:156
detection-baseline	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:48
deterministic-ordering	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:128
deterministic-sorting	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:134
diagnostics-and-error-handling	1	1	.repo_studios/docs/automation/extract_standards_rules.md	.repo_studios/docs/automation/extract_standards_rules.md:80
diffstandardsindexpy	1	1	.repo_studios/docs/automation/diff_standards_index.md	.repo_studios/docs/automation/diff_standards_index.md:1
directory-layout-reference	1	1	.repo_studios/docs/directory_layout.md	.repo_studios/docs/directory_layout.md:1
do-work	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:92
docs-integrity-handbook	1	1	standards/global/std-docs-integrity-handbook.md	standards/global/std-docs-integrity-handbook.md:1
docstring-patterns	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:61
document-metadata-block	1	1	.repo_studios/docs/templates/script_inventory_template.md	.repo_studios/docs/templates/script_inventory_template.md:15
documentation	1	1	.repo_studios/docs/standards/global/std-global-css-authoring.md	.repo_studios/docs/standards/global/std-global-css-authoring.md:34
documentation-comments	1	1	.repo_studios/docs/standards/global/std-global-javascript-engineering.md	.repo_studios/docs/standards/global/std-global-javascript-engineering.md:37
documentation-inventory-hygiene	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:86
documentation-inventory-notes	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:20
dry-run-with-explicit-artifact-destination	1	1	.repo_studios/docs/automation/verify_docs_integrity.md	.repo_studios/docs/automation/verify_docs_integrity.md:13
ensure-the-accessor-refreshes-from-env-or-tests-reset-the-cache	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:286
ensure-the-path-is-valid-and-prefer-configured-path-via-envdi	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:264
error-handling	1	1	standards/global/std-global-python-engineering.md	standards/global/std-global-python-engineering.md:12
error-handling-and-ux	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:150
error-handling-expectations	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:180
evaluation-cases	1	1	standards/global/std-global-prompt-engineering.md	standards/global/std-global-prompt-engineering.md:12
evidence-sources	1	1	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md:12
exclusions	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:126
execution-steps	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:46
executive-summary	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:13
exit-semantics	1	1	.repo_studios/docs/automation/verify_docs_integrity.md	.repo_studios/docs/automation/verify_docs_integrity.md:43
extractstandardsrulespy	1	1	.repo_studios/docs/automation/extract_standards_rules.md	.repo_studios/docs/automation/extract_standards_rules.md:1
failure-modes	1	1	.repo_studios/docs/automation/function_analysis_guide.md	.repo_studios/docs/automation/function_analysis_guide.md:68
file-decomposition-policy	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:64
file-naming-and-cross-references	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:380
files-directories	1	1	.repo_studios/docs/naming_conventions.md	.repo_studios/docs/naming_conventions.md:7
findings-and-scoring	1	1	.repo_studios/docs/automation/analyze_test_hardening.md	.repo_studios/docs/automation/analyze_test_hardening.md:46
findings-structure	1	1	.repo_studios/docs/automation/function_analysis_guide.md	.repo_studios/docs/automation/function_analysis_guide.md:38
follow-up	1	1	.repo_studios/docs/templates/agent_note_template.md	.repo_studios/docs/templates/agent_note_template.md:23
for-unused-loop-vars-use-or-a-leading-underscore-for-example-c	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:404
format-for-adding-new-entries	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:40
front-matter	1	1	standards/global/std-global-markdown-authoring.md	standards/global/std-global-markdown-authoring.md:12
function-analysis-companion-report-guide	1	1	.repo_studios/docs/automation/function_analysis_guide.md	.repo_studios/docs/automation/function_analysis_guide.md:1
function-inventory-integration-plan	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:1
future-reserved-fields	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:146
gaps-to-investigate	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:114
generate-churn-complexity-heatmap-modernization-plan-draft-2025-11-24	1	1	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md:1
generatedependencyhygienereportpy	1	1	.repo_studios/docs/automation/generate_dependency_hygiene_report.md	.repo_studios/docs/automation/generate_dependency_hygiene_report.md:1
generatedocindexpy-planning-draft	1	1	.repo_studios/docs/automation/generate_doc_index.md	.repo_studios/docs/automation/generate_doc_index.md:1
generatelizardreportpy	1	1	.repo_studios/docs/automation/generate_lizard_report.md	.repo_studios/docs/automation/generate_lizard_report.md:1
generatestandardsindexpy	1	1	.repo_studios/docs/automation/generate_standards_index.md	.repo_studios/docs/automation/generate_standards_index.md:1
generatetestcoverageinventorypy	1	1	.repo_studios/docs/automation/generate_test_coverage_inventory.md	.repo_studios/docs/automation/generate_test_coverage_inventory.md:1
global-chainlit-ui-standard	1	1	standards/global/std-global-chainlit-ui.md	standards/global/std-global-chainlit-ui.md:3
global-html-coding-standard	1	1	standards/global/std-global-html-coding.md	standards/global/std-global-html-coding.md:3
global-standards-catalog	1	1	.repo_studios/docs/standards/global/README.md	.repo_studios/docs/standards/global/README.md:1
governance-notes	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:66
governance-tracking	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:109
guiding-principles	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:7
how	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:70
html-structure-best-practices	1	1	.repo_studios/docs/standards/global/std-global-html-coding.md	.repo_studios/docs/standards/global/std-global-html-coding.md:28
i-strategic-vision	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:23
id-generation	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:95
ii-architectural-principles	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:79
iii-technical-implementation	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:144
implementation-checklist	1	1	.repo_studios/docs/automation/generate_doc_index.md	.repo_studios/docs/automation/generate_doc_index.md:38
implementation-notes	1	1	.repo_studios/docs/automation/ci_metrics_checks.md	.repo_studios/docs/automation/ci_metrics_checks.md:37
implementation-notes-2025-11-24	1	1	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md:61
implementation-plan-phased-checklist	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:28
in-small-test-shims-a-short-valueerror-is-acceptable-keep-messages-brief	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:613
in-tests-set-metricsdbpath-to-a-tmp-file-and-seed-schema-before-querying	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:270
input-sources	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:34
inputs-and-actions	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:109
insert-bad-pattern-here	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:85
insert-the-approved-pattern-or-fix-here-with-type-hints-docstring-when-applicable	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:91
instructions	1	1	.repo_studios/docs/templates/script_inventory_template.md	.repo_studios/docs/templates/script_inventory_template.md:7
integrating-with-tooling	1	1	.repo_studios/docs/automation/function_analysis_guide.md	.repo_studios/docs/automation/function_analysis_guide.md:80
integrity-hash-algorithm	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:120
inventory-ids	1	1	.repo_studios/docs/naming_conventions.md	.repo_studios/docs/naming_conventions.md:26
inventory-reports-overview	1	1	.repo_studios/docs/inventory_reports.md	.repo_studios/docs/inventory_reports.md:1
inventory-schema-specification	1	1	.repo_studios/docs/inventory_schema_spec.md	.repo_studios/docs/inventory_schema_spec.md:1
inventory-validation-guide	1	1	.repo_studios/docs/inventory_validation.md	.repo_studios/docs/inventory_validation.md:1
issue-catalog	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:70
issue-short-name-for-pattern-or-bug	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:45
issue-short-title-for-issue	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:82
iv-operational-model	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:208
ix-affirmation	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:491
key-assets-provided-phases-13	1	1	.repo_studios/docs/automation/refactor_library_integration_notes.md	.repo_studios/docs/automation/refactor_library_integration_notes.md:28
language-syntax	1	1	.repo_studios/docs/standards/global/std-global-javascript-engineering.md	.repo_studios/docs/standards/global/std-global-javascript-engineering.md:10
learned-fixes-append-here	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:201
legacy-mapping	1	1	.repo_studios/docs/directory_layout.md	.repo_studios/docs/directory_layout.md:16
library-integration-alignment-template	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:1
lifecycle-hooks-required	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:36
lint-and-ci-rules	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:175
logging	1	1	standards/global/std-global-python-engineering.md	standards/global/std-global-python-engineering.md:18
logging-and-metrics	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:120
logging-observability	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:80
logging-protocol-repocleanlog	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:56
machine-readable-contract-example	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:87
markdown-structure-guidelines	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:45
memorandum-of-understanding	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:1
message-semantics-create-update-stream	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:80
metadata-fields	1	1	.repo_studios/docs/automation/function_analysis_guide.md	.repo_studios/docs/automation/function_analysis_guide.md:25
metadata-header	1	1	.repo_studios/docs/standards/project/README.md	.repo_studios/docs/standards/project/README.md:7
metadata-yaml-front-matter	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:97
migration-checklist	1	1	.repo_studios/docs/playbooks/playbook-migration.md	.repo_studios/docs/playbooks/playbook-migration.md:39
modernization-targets	1	1	.repo_studios/docs/automation/traceability/aggregator_dependency_audit.md	.repo_studios/docs/automation/traceability/aggregator_dependency_audit.md:16
modules-imports	1	1	.repo_studios/docs/standards/global/std-global-javascript-engineering.md	.repo_studios/docs/standards/global/std-global-javascript-engineering.md:17
naming-class-conventions	1	1	.repo_studios/docs/standards/global/std-global-html-coding.md	.repo_studios/docs/standards/global/std-global-html-coding.md:40
naming-specificity	1	1	.repo_studios/docs/standards/global/std-global-css-authoring.md	.repo_studios/docs/standards/global/std-global-css-authoring.md:16
next-actions-list	1	1	.repo_studios/docs/templates/script_inventory_template.md	.repo_studios/docs/templates/script_inventory_template.md:32
next-steps	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:120
normalization	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:65
notes-collected	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:114
notes-for-ai-consumers	1	1	.repo_studios/docs/automation/generate_doc_index.md	.repo_studios/docs/automation/generate_doc_index.md:59
object-category	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:51
object-coverage	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:94
object-examples	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:76
object-metadata	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:110
object-rule	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:59
object-source	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:44
object-sourceref	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:85
observability	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:164
observability-signals	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:81
observations	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:37
operational-checklists	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:108
operational-commands	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:95
operational-notes-agent-specific	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:99
or-convert-when-you-truly-need-indexing	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:517
or-type-narrow-interfaces-via-protocols-instead-of-concrete-imports-in-tests	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:593
or-with-python-310	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:491
orchestrator-automation-hooks	1	1	.repo_studios/docs/automation/orchestrator_automation_hooks.md	.repo_studios/docs/automation/orchestrator_automation_hooks.md:1
outcomes	1	1	.repo_studios/docs/templates/agent_note_template.md	.repo_studios/docs/templates/agent_note_template.md:20
output-contract-future-state	1	1	.repo_studios/docs/automation/generate_doc_index.md	.repo_studios/docs/automation/generate_doc_index.md:13
overrides-merge-order	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:119
packaging-dependencies	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:170
parallel-workstreams	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:86
per-script-table-skeleton	1	1	.repo_studios/docs/templates/script_inventory_template.md	.repo_studios/docs/templates/script_inventory_template.md:24
performance-accessibility	1	1	.repo_studios/docs/standards/global/std-global-css-authoring.md	.repo_studios/docs/standards/global/std-global-css-authoring.md:22
phase-0-alignment-complete	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:14
phase-1-foundation-setup	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:28
phase-2-duplicate-detection-tool	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:37
phase-3-manual-extraction-validation	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:46
phase-4-automated-extraction	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:56
phase-4-reporting-observability-enhancements	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:63
phase-5-governance-onboarding-assets	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:75
phase-5-integration-with-repo-operations	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:64
phase-6-ai-prompt-engineering	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:72
phase-7-validation-hardening	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:79
phase-8-scale-to-new-projects	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:87
phase-overview	1	1	.repo_studios/docs/templates/integration_alignment_template.md	.repo_studios/docs/templates/integration_alignment_template.md:11
phase-snapshot	1	1	.repo_studios/docs/automation/refactor_library_integration_notes.md	.repo_studios/docs/automation/refactor_library_integration_notes.md:11
pipeline-stages	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:38
preconditions	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:37
prefer-ascii-punctuation-in-docstringscomments	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:424
prefer-calling-the-accessor-getdbpath-and-avoid-hardcoding	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:287
primary-objective	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:26
primary-responsibilities	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:29
primary-scope	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:29
principles	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:39
producer-consumer-traceability-audit-draft-2025-11-24	1	1	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md:1
project-python-instructions	1	1	standards/project/std-project-python-instructions.md	standards/project/std-project-python-instructions.md:3
project-specific-quick-rules-jarvis2	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:29
project-standards-catalog	1	1	.repo_studios/docs/standards/project/README.md	.repo_studios/docs/standards/project/README.md:1
project-structure	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:25
project-tree-overview	1	1	.repo_studios/docs/project_tree_overview.md	.repo_studios/docs/project_tree_overview.md:1
prompt-patterns	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:46
proposed-pipeline-steps	1	1	.repo_studios/docs/automation/ci_metrics_checks.md	.repo_studios/docs/automation/ci_metrics_checks.md:13
pseudo-code-simplified	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:138
purpose-of-markdown-files	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:33
questions-from-agent	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:169
questions-to-resolve	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:160
rationale-derivation	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:72
recommendations	1	1	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md:39
refactor-library-integration-notes	1	1	.repo_studios/docs/automation/refactor_library_integration_notes.md	.repo_studios/docs/automation/refactor_library_integration_notes.md:1
refactoring-playbook	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:100
reference-commands	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:56
related	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:109
related-resources	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:104
removal-process	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:128
remove-unused-modules-and-variables	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:88
render-inventory-views-producer	1	1	.repo_studios/docs/automation/render_inventory_views.md	.repo_studios/docs/automation/render_inventory_views.md:1
repo-studios-agent-operations-playbook	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:21
repo-studios-build-plan	1	1	.repo_studios/docs/repo_studios_build_plan.md	.repo_studios/docs/repo_studios_build_plan.md:1
repo-studios-code-cleanup-instructions	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:20
repo-studios-documentation-index	1	1	.repo_studios/docs/standards/docs_index.md	.repo_studios/docs/standards/docs_index.md:1
repo-studios-html-coding-practices	1	1	.repo_studios/docs/standards/global/std-global-html-coding.md	.repo_studios/docs/standards/global/std-global-html-coding.md:21
repo-studios-memory-refresh-playbook	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:21
