file_path,line_number,heading_h1,heading_h2,heading_h3,heading_h4,checkbox_text
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,905,HealthView Orchestration Pipeline,7. Stage 4 – Dependency Management,7.1 Stage 4.1: Dependency & Import Hygiene,,run_dependency_import_hygiene.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,912,HealthView Orchestration Pipeline,7. Stage 4 – Dependency Management,7.1 Stage 4.1: Dependency & Import Hygiene,,"Base package complete (`manifest.json`, `summary.md`, `telemetry.json`)."
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,914,HealthView Orchestration Pipeline,7. Stage 4 – Dependency Management,7.1 Stage 4.1: Dependency & Import Hygiene,,No pointer artifacts (`latest_*` / `current_*`).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,916,HealthView Orchestration Pipeline,7. Stage 4 – Dependency Management,7.1 Stage 4.1: Dependency & Import Hygiene,,Output root aligned to HOP contract
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,919,HealthView Orchestration Pipeline,7. Stage 4 – Dependency Management,7.1 Stage 4.1: Dependency & Import Hygiene,,Tier-3 eligible (Stage 4.1 Tier-2 depth captured; ready for Tier-3 extraction).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1057,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,scan_monkey_patches.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1059,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,classify_monkey_patches.py — pending until Tier-2 DONE is checked. See: [Tier-2 record](tier2_roster/tier2_monkey_patch_oversight_roster.md#s51r-003-monkey-patch-risk-consumer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1060,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,analyze_monkey_patch_trends.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1062,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,summarize_monkey_patch_overview.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1064,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,monkey_patch_risk.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1066,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,run_monkey_patch_oversight.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1073,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,"Base package complete (`manifest.json`, `summary.md`, `telemetry.json`)."
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1075,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,No pointer artifacts (`latest_*` / `current_*`).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1077,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,Output root aligned to HOP contract
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1081,HealthView Orchestration Pipeline,8. Stage 5 – Technical Debt Oversight,8.1 Stage 5.1: Monkey Patch Oversight,,Tier-3 eligible (Stage 5.1 Tier-2 depth captured; ready for Tier-3 extraction).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1215,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,generate_standards_index.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1217,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,analyze_standards_index_gaps.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1219,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,diff_standards_index.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1221,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,seed_standards_prompts.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1223,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,summarize_standards.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1225,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,run_standards_integrity.py — pending until Tier-2 DONE is checked.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1232,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,"Base package complete (`manifest.json`, `summary.md`, `telemetry.json`)."
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1234,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,No pointer artifacts (`latest_*` / `current_*`).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1236,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,Output root aligned to HOP contract
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1239,HealthView Orchestration Pipeline,9. Stage 6 – Process Governance,9.1 Stage 6.1: Standards Integrity,,Tier-3 eligible (Stage 6.1 Tier-2 depth captured; ready for Tier-3 extraction).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1436,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 1.1 — Test execution telemetry — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1438,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 2.1 — Docs health overview — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1440,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 3.1 — Fault diagnostics overview — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1442,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 4.1 — Dependency import hygiene — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1444,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 5.1 — Monkey patch oversight — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1446,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Stage 6.1 — Standards integrity — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1451,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,"Base package complete (`manifest.json`, `summary.md`, `telemetry.json`) — pending until Tier-2"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1454,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,No pointer artifacts (`latest_*` / `current_*`) — pending until Tier-2 DONE is checked —
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1456,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Output root aligned to HealthView contract:
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1460,HealthView Orchestration Pipeline,10. Stage 7 – Running the Complete Suite,,,Tier-3 eligible (Tier-2 depth captured; ready for Tier-3 extraction) — pending until Tier-2
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1561,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`generate_anchor_health_report.py` — available; unassigned.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1563,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`configure_faulthandler_runtime.py` — available; unassigned (utility).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1565,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`dump_faulthandler_snapshot.py` — available; unassigned (utility).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1567,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`fault_run_analysis.py` — available; unassigned (utility).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1569,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`validate_import_boundaries.py` — available; unassigned.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1571,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`extract_standards_rules.py` — available; unassigned.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1573,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`check_inventory_health.py` — available; unassigned.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1575,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`validate_inventory.py` — available; unassigned.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1577,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`summarize_health_suite.py` — available; unassigned (legacy candidate).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1579,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`render_inventory_views.py` — available; unassigned (out-of-scope for HealthView today).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1581,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`generate_lizard_report.py` — available; unassigned (out-of-scope for HealthView today).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1583,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,`test_log_analysis.py` — available by design (library).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1590,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,"Base package complete (`manifest.json`, `summary.md`, `telemetry.json`) when the script is a"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1592,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,No pointer artifacts (`latest_*` / `current_*`) in the promoted bundle surface.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1593,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,Output root aligned to HOP contract
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier1_healthview_orchestration_pipeline.md,1596,HealthView Orchestration Pipeline,11. Stage 11 – Available Scripts (Holding Area),11.1 Available Scripts,,Tier-3 eligible once Tier-2 depth exists (a Tier-2 roster is created for the new vertical).
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,360,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,"A. Discovery — confirm CLI surfaces, outputs, retention, and consumers"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,361,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,B. Plan — define wrapper + mapping into base package; enumerate stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,362,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,C. Implement — execute approved plan (if adopted)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,363,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,D. Evidence — capture tests and representative bundle artifacts (or mark N/A)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,364,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,E. Promote — move reference out of Stage 11.1 in Tier-1 (when approved)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,365,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_anchor_health_report.py,"DONE — record outcome, close stop-gates, and update Tier-1 Available Scripts section"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,435,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,A. Discovery — confirm runtime side effects and expected callsites
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,436,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,B. Plan — decide import-only helper vs explicit stage step
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,437,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,C. Implement — execute approved plan (if adopted)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,438,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,D. Evidence — capture callsites/tests and representative outputs (or mark N/A)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,439,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,E. Promote — wire into a destination stage (when approved)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,440,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — configure_faulthandler_runtime.py,"DONE — record outcome, close stop-gates, and update Tier-1 Available Scripts section"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,527,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — dump_faulthandler_snapshot.py,"A. Discovery — confirm outputs, retention, and expected consumers"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,528,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — dump_faulthandler_snapshot.py,B. Plan — define wrapper + mapping into base package; enumerate stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,529,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — dump_faulthandler_snapshot.py,C. Implement — execute approved plan (if adopted)
