file	line	category	import_base	intent	is_test	is_module_scope	code
.repo_studios\tests\tests_orchestrators\test_run_batch_cleanup.py	207	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.shutil, "which", lambda name: "npx" if name == "npx" else None)
.repo_studios\tests\tests_orchestrators\test_run_batch_cleanup.py	236	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_run_subprocess", executor)
.repo_studios\tests\tests_orchestrators\test_run_batch_cleanup.py	237	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.shutil, "which", lambda name: "npx" if name == "npx" else None)
.repo_studios\tests\tests_orchestrators\test_run_fault_pipeline.py	23	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_orchestrators\test_run_fault_pipeline.py	56	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.fault_topic_runner, "run", fake_run)
.repo_studios\tests\tests_orchestrators\test_run_pytest_log_capture.py	32	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_orchestrators\test_run_pytest_log_capture.py	56	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.telemetry_topic_runner, "run", fake_run)
.repo_studios\tests\tests_orchestrators\test_run_pytest_log_capture.py	144	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "timestamp", lambda: run_timestamp)
.repo_studios\tests\tests_orchestrators\test_run_pytest_log_capture.py	145	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_pytest_help_supports", lambda options, cwd: {opt: False for opt in options})
.repo_studios\tests\tests_orchestrators\test_run_pytest_log_capture.py	157	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "run_pytest_and_capture", _fake_run_pytest)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	37	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.standards_topic_runner, "run", fake_run)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	90	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_load_callable", fake_loader)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	155	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_load_callable", fake_loader)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	181	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_load_callable", fake_loader)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	213	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_load_callable", fake_loader)
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	225	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "run", lambda argv=None: {"status": "success"})
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	228	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	235	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	242	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "run", lambda argv=None: {"status": "failed", "exit_code": 5})
.repo_studios\tests\tests_orchestrators\test_run_standards_gap_suite.py	245	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "run", lambda argv=None: {"status": "unknown"})
.repo_studios\tests\tests_orchestrators\test_run_standards_index_cli.py	26	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_orchestrators\test_run_standards_index_cli.py	87	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.standards_topic_runner, "run", fake_run)
.repo_studios\tests\tests_producers\test_analyze_standards_index_gaps.py	19	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_analyze_test_hardening.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_audit_helper_adoption.py	17	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_diff_standards_index.py	17	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_extract_standards_rules.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_function_inventory_integration.py	52	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_producers\test_generate_code_doc_churn_report.py	19	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[name] = module
.repo_studios\tests\tests_producers\test_generate_dependency_hygiene_report.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_function_analysis.py	47	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_function_inventory.py	29	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_import_graph_report.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_lizard_report.py	18	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_lizard_report.py	53	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(mod.subprocess, "run", fake_run)
.repo_studios\tests\tests_producers\test_generate_standards_index.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_test_coverage_inventory.py	17	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_typecheck_report.py	16	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_generate_typecheck_report.py	49	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_run_mypy", runner)
.repo_studios\tests\tests_producers\test_generate_typecheck_report.py	50	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_get_mypy_version", lambda _repo_root: "mypy 1.11.0")
.repo_studios\tests\tests_producers\test_generate_undocumented_logic_report.py	18	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[name] = module
.repo_studios\tests\tests_producers\test_render_inventory_views.py	16	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_scan_code_placeholders.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_scan_monkey_patches.py	22	global_env_mutation		unspecified monkey patch	true	true	os.environ[\"EXAMPLE_FLAG\"] = \"1\"
.repo_studios\tests\tests_producers\test_seed_standards_prompts.py	17	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_seed_standards_prompts.py	134	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(mod.dt, "datetime", _FakeDateTime)
.repo_studios\tests\tests_producers\test_validate_import_boundaries.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_import_boundaries.py	36	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_producers\test_validate_inventory.py	16	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_metrics_anchor_stubs.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_metrics_anchor_stubs.py	28	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_producers\test_verify_docs_integrity.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_verify_docs_integrity.py	28	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_summarizers\test_summarize_health_suite.py	24	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_summarizers\test_summarize_standards.py	25	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = module
.repo_studios\tests\tests_utilities\test_configure_faulthandler_runtime.py	39	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_utilities\test_dump_faulthandler_snapshot.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_utilities\test_dump_faulthandler_snapshot.py	112	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(importlib, "import_module", fake_import)
.repo_studios\tests\tests_utilities\test_refresh_mypy_baselines.py	15	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_utilities\test_refresh_mypy_baselines.py	42	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_invoke_mypy", fake_invoke)
.repo_studios\tests\tests_utilities\test_refresh_mypy_baselines.py	85	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_invoke_mypy", fake_invoke)
.repo_studios\tests\tests_utilities\test_refresh_mypy_baselines.py	120	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module, "_invoke_mypy", fake_invoke)
.repo_studios\tests\tests_command_center\aggregators\test_generate_automation_manifest.py	23	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\aggregators\test_generate_metrics_summary.py	17	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	23	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	170	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_dependency_report", fake_dependency)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	171	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_import_graph_report", fake_import)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	172	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_placeholder_scan", fake_placeholder)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	173	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_batch_cleanup", fake_cleanup)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	174	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_typecheck_report", fake_typecheck)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	175	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_refresh_baselines", fake_baselines)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	278	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_dependency_report", fake_dependency)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	279	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(hygiene_module, "_placeholder_scan", fake_placeholder)
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	280	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	285	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	290	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_command_center\dependency_import_hygiene\test_run_dependency_import_hygiene.py	295	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(
.repo_studios\tests\tests_command_center\monkey_patch\helpers.py	53	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[name] = module
.repo_studios\tests\tests_command_center\orchestrators\test_orchestrate_full_diagnostic.py	41	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[module_name] = stub
.repo_studios\tests\tests_command_center\orchestrators\test_run_automation_dry_run.py	19	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	30	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	131	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_coverage", fake_execute_coverage)
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	132	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_hardening", fake_execute_hardening)
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	133	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_heatmap", fake_execute_heatmap)
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	298	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_coverage", fake_execute_coverage)
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	299	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_hardening", fake_execute_hardening)
.repo_studios\tests\tests_command_center\orchestrators\test_run_test_execution_telemetry.py	300	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(telemetry_module, "_execute_heatmap", fake_execute_heatmap)
.repo_studios\tests\tests_command_center\producers\test_generate_function_inventory_command_center.py	24	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	49	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "datetime", _FixedDateTime)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	87	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	111	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: [])
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	138	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	169	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\scripts\orchestrators\run_fault_pipeline.py	220	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_key] = module
.repo_studios\scripts\orchestrators\run_standards_gap_suite.py	308	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\scripts\producers\analyze_standards_index_gaps.py	27	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\scripts\producers\generate_dependency_hygiene_report.py	30	attribute_reassignment_on_import	tomllib	override third-party behavior	false	true	    tomllib = None  # type: ignore
.repo_studios\scripts\producers\generate_typecheck_report.py	19	attribute_reassignment_on_import	tomllib	override third-party behavior	false	true	    tomllib = None  # type: ignore[assignment]
.repo_studios\scripts\summarizers\summarize_standards.py	18	attribute_reassignment_on_import	yaml	override third-party behavior	false	true	    yaml = None
.repo_studios\scripts\utilities\configure_faulthandler_runtime.py	51	attribute_reassignment_on_import	fcntl	override third-party behavior	false	true	    _FCNTL = None  # type: ignore
.repo_studios\command_center\scripts\aggregators\scan_duplicates.py	293	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_automation_dry_run.py	41	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_command_center_pipeline.py	96	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_dependency_import_hygiene.py	373	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_docs_health_overview.py	361	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_fault_diagnostics_overview.py	229	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_monkey_patch_oversight.py	296	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_standards_integrity.py	295	sys_modules_assignment		module injection/aliasing	false	true	        sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_test_execution_telemetry.py	280	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
