file	line	category	import_base	intent	is_test	is_module_scope	code
.repo_studios\tests\tests_producers\test_scan_monkey_patches.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_scan_monkey_patches.py	40	global_env_mutation		unspecified monkey patch	true	true	os.environ[\"EXAMPLE_FLAG\"] = \"1\"
.repo_studios\tests\tests_producers\test_seed_standards_prompts.py	24	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_seed_standards_prompts.py	159	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(mod.dt, "datetime", _FakeDateTime)
.repo_studios\tests\tests_producers\test_validate_import_boundaries.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_import_boundaries.py	43	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_producers\test_validate_inventory.py	16	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_metrics_anchor_stubs.py	22	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_validate_metrics_anchor_stubs.py	35	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_producers\test_verify_docs_integrity.py	20	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_producers\test_verify_docs_integrity.py	33	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(module.dt, "datetime", _FixedDateTime)
.repo_studios\tests\tests_command_center\aggregators\test_generate_automation_manifest.py	23	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\aggregators\test_generate_metrics_summary.py	21	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\orchestrators\test_run_automation_dry_run.py	23	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\producers\test_generate_function_inventory_command_center.py	24	sys_modules_assignment		module injection/aliasing	true	true	    sys.modules[spec.name] = module
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	49	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "datetime", _FixedDateTime)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	87	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	111	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: [])
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	138	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\tests\tests_command_center\viewer\test_refresh.py	169	setattr_on_import_or_class		unspecified monkey patch	true	true	    monkeypatch.setattr(viewer_refresh, "build_commandview_selector", lambda _: records)
.repo_studios\scripts\producers\generate_dependency_hygiene_report.py	30	attribute_reassignment_on_import	tomllib	override third-party behavior	false	true	    tomllib = None  # type: ignore
.repo_studios\scripts\producers\generate_typecheck_report.py	19	attribute_reassignment_on_import	tomllib	override third-party behavior	false	true	    tomllib = None  # type: ignore[assignment]
.repo_studios\scripts\utilities\configure_faulthandler_runtime.py	95	attribute_reassignment_on_import	fcntl	override third-party behavior	false	true	            _fcntl = None  # type: ignore
.repo_studios\command_center\scripts\aggregators\scan_duplicates.py	290	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_automation_dry_run.py	45	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
.repo_studios\command_center\scripts\orchestrators\run_command_center_pipeline.py	100	sys_modules_assignment		module injection/aliasing	false	true	    sys.modules[module_name] = module
