============================= test session starts ==============================
platform linux -- Python 3.13.5, pytest-8.4.1, pluggy-1.5.0 -- /home/founder/miniconda3/bin/python
cachedir: .pytest_cache
rootdir: /home/founder/jarvis2
configfile: pytest.ini
testpaths: tests, agents/interface/chainlit/tests, agents/core/autonomy/tests, .repo_studios/tests, agents/core/monitoring/metrics_storage/tests
plugins: anyio-4.9.0, cov-6.2.1, asyncio-1.1.0
tests/agents/core/test_context.py::test_get_event_bus_lazily_initializes_without_env PASSED [  2%]
tests/agents/core/test_context.py::test_get_event_bus_respects_event_buffer_size_env PASSED [  2%]
tests/agents/core/test_context.py::test_get_event_bus_reuses_builtins PASSED [  2%]
tests/agents/core/test_context.py::test_init_store_enables_event_bridge_and_emits PASSED [  2%]
tests/agents/core/test_context.py::test_bridge_respects_state_emit_hooks_disabled PASSED [  2%]
tests/agents/core/test_context.py::test_persist_true_no_running_loop_starts_no_timer PASSED [  2%]
tests/agents/core/test_context.py::test_persist_true_with_env_path_starts_timer_and_cancel PASSED [  2%]
tests/agents/core/test_context.py::test_enable_events_without_bridge_no_emission PASSED [  2%]
tests/agents/core/test_context.py::test_bridge_hook_error_resilience PASSED [  2%]
tests/agents/core/test_context.py::test_get_event_bus_enable_events_logging_path PASSED [  3%]
tests/agents/core/test_context.py::test_bridge_only_env_triggers_bus_and_emits PASSED [  3%]
tests/agents/core/test_context.py::test_builtins_wrong_type_is_overwritten_in_init PASSED [  3%]
tests/agents/core/test_context.py::test_snapshot_interval_minimum PASSED [  3%]
tests/agents/core/test_context.py::test_periodic_snapshot_invokes_persist PASSED [  3%]
tests/agents/core/test_context.py::test_init_state_store_reuses_builtins_bus PASSED [  3%]
tests/agents/core/test_context_events_bridge.py::test_ensure_events_bridge_idempotent_and_emits_on_change PASSED [  3%]
tests/agents/core/test_context_events_bridge.py::test_ensure_events_bridge_off_when_env_missing PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_classify_defaults_to_general_qa_when_no_match PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_python_keywords_map_to_python_coding_without_rag[Write a python function to add two numbers] PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_python_keywords_map_to_python_coding_without_rag[Design a Python class for a cache] PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_python_keywords_map_to_python_coding_without_rag[python function class] PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_documentation_keywords_enable_rag[Create an API spec for the new endpoint] PASSED [  3%]
tests/agents/core/test_core_intent_router.py::test_documentation_keywords_enable_rag[Where is the swagger doc for this API?] PASSED [  4%]
tests/agents/core/test_core_intent_router.py::test_documentation_keywords_enable_rag[endpoint spec api swagger] PASSED [  4%]
tests/agents/core/test_core_intent_router.py::test_scoring_prefers_higher_count_task PASSED [  4%]
tests/agents/core/test_core_intent_router.py::test_tie_break_is_deterministic_prefers_first_encountered PASSED [  4%]
tests/agents/core/test_core_intent_router.py::test_confidence_is_zero_for_no_match PASSED [  4%]
tests/agents/core/test_core_intent_router.py::test_configured_patterns_override PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_subscribe_requires_running_loop PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_publish_with_bad_filter_does_not_break_and_is_skipped PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_unsubscribe_handles_closed_loop_best_effort PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_close_handles_closed_loop_on_signal PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_recent_match_with_bad_filter_is_safe_and_returns_none PASSED [  4%]
tests/agents/core/test_event_bus_edges.py::test_subscribe_with_unsupported_policy_warns_and_uses_drop_oldest PASSED [  4%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_accepts_none_topics PASSED [  5%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_rejects_empty_topics PASSED [  5%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_rejects_empty_topic_string PASSED [  5%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_rejects_empty_namespace_prefix PASSED [  5%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_rejects_bad_regex PASSED [  5%]
tests/agents/core/test_event_filter_validation.py::test_validate_filter_compiles_regex PASSED [  5%]
tests/agents/core/test_events_filter.py::test_event_model_basic_and_extra_fields PASSED [  5%]
tests/agents/core/test_events_filter.py::test_eventtopic_is_string_enum PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_matches_by_topic_exact_and_set PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_matches_namespace_prefix PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_key_regex_matching PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_empty_criteria_matches_all PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_combined_all_conditions PASSED [  5%]
tests/agents/core/test_events_filter.py::test_filter_non_matching_any_condition PASSED [  6%]
tests/agents/core/test_events_filter.py::test_filter_invalid_regex_raises PASSED [  6%]
tests/agents/core/test_events_filter.py::test_filter_topics_is_frozenset_immutable PASSED [  6%]
tests/agents/core/test_events_filter_additional.py::test_filter_allows_empty_criteria_and_blocks_nonmatching PASSED [  6%]
tests/agents/core/test_import_neutrality_core.py::test_jarvis_api_import_neutrality PASSED [  6%]
tests/agents/core/test_intent_router_backward_compat.py::test_negative_token_only_yields_general_and_no_rag PASSED [  6%]
tests/agents/core/test_intent_router_backward_compat.py::test_negative_token_subtracts_but_positive_enables_rag PASSED [  6%]
tests/agents/core/test_intent_router_backward_compat.py::test_legacy_schema_warns_only_once PASSED [  6%]
tests/agents/core/test_intent_router_backward_compat.py::test_python_coding_rag_off_guard PASSED [  6%]
tests/agents/core/test_intent_router_backward_compat.py::test_env_vs_arg_precedence_policy_and_topk PASSED [  6%]
tests/agents/core/test_intent_router_phase1.py::test_unicode_normalization_enables_matches_casefold PASSED [  6%]
tests/agents/core/test_intent_router_phase1.py::test_deterministic_tiebreaker_with_priority PASSED [  6%]
tests/agents/core/test_intent_router_phase1.py::test_rag_gating_threshold_and_no_match_disable PASSED [  6%]
tests/agents/core/test_intent_router_phase1.py::test_config_ttl_reload_on_mtime PASSED [  7%]
tests/agents/core/test_intent_router_phase1.py::test_classify_debug_returns_details PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_boundary_aware_reduces_false_positive_api_in_capillary PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_token_weights_influence_outcome PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_confidence_policies_emit_unit_interval[coverage-expect_range0] PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_confidence_policies_emit_unit_interval[max_count-expect_range1] PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_confidence_policies_emit_unit_interval[margin-expect_range2] PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_topk_candidates_sorted_and_limited PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_boundary_aware_matches_token_with_trailing_punctuation PASSED [  7%]
tests/agents/core/test_intent_router_phase2.py::test_boundary_aware_matches_token_with_leading_punctuation PASSED [  7%]
tests/agents/core/test_intent_router_phase3.py::test_config_loads_versioned_inline_and_file PASSED [  7%]
tests/agents/core/test_intent_router_phase3.py::test_invalid_entries_fall_back_to_builtins PASSED [  7%]
tests/agents/core/test_intent_router_phase3.py::test_cache_mtime_reload_and_ttl PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_optional_liberal_max_tokens_cap PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_boundary_vs_substring_toggle PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_tie_break_priority_is_deterministic PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_confidence_coverage_exact PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_confidence_policies_expected_values PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_rag_gating_thresholds PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_concurrency_debug_payloads_are_request_scoped PASSED [  8%]
tests/agents/core/test_intent_router_phase3.py::test_performance_compiled_regex_path_is_not_worse SKIPPED [  8%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_subscribe_publish_sync_handler PASSED [  8%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_subscribe_publish_async_handler PASSED [  8%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_unsubscribe_stops_sync_handler PASSED [  8%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_unsubscribe_stops_async_handler PASSED [  8%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_once_true_delivers_only_first PASSED [  9%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_type_filter_predicate PASSED [  9%]
tests/agents/core/test_messaging_adapter_compat.py::test_compat_unsubscribe_is_idempotent PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_archive_completed_moves_only_completed_and_announces PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_archive_completed_no_completed PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_archive_completed_pluralization PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_mark_complete_matches_and_writes PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_mark_complete_no_match PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_mark_complete_skips_completed_and_non_tasks PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_get_overdue_and_speak_report PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_overdue_report_no_overdue PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_overdue_report_many_overdue PASSED [  9%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_overdue_sorted_and_invalid_dates_ignored PASSED [ 10%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_summarize_and_speak_summary PASSED [ 10%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_summary_empty_and_error_paths PASSED [ 10%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_speak_summary_empty_branches PASSED [ 10%]
tests/agents/core/test_missions_archive_complete_overdue_summary.py::test_mission_summary_invalid_date_and_time_paths PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_check_due_today_true_false PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_check_reminder_now_window PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_main_runs_single_tick_and_sleeps PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_scheduler_load_missions_missing_and_bad_json PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_check_due_today_and_reminder_bad_values PASSED [ 10%]
tests/agents/core/test_missions_scheduler.py::test_main_announces_due_and_reminder_and_dedup PASSED [ 10%]
tests/agents/core/test_model_catalog.py::test_model_patterns_include_new_families PASSED [ 10%]
tests/agents/core/test_model_catalog.py::test_guess_family_variants PASSED [ 10%]
tests/agents/core/test_model_metrics.py::test_model_metrics_creates_db_and_tables PASSED [ 11%]
tests/agents/core/test_model_metrics.py::test_log_usage_and_aggregate PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_scan_models_and_getters PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_run_inference_with_stats_tracks_metrics PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_track_error_and_performance_report PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_monitor_gpu_usage_parsing_and_failure PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_healthcheck_happy_path PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_calculate_similarity_basic PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_optimize_model_usage_selection PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_get_quantization_info_unknown PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_scan_models_additional_patterns PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_analyze_prompt_categories PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_track_inference_saves_every_10 PASSED [ 11%]
tests/agents/core/test_model_registry.py::test_track_error_high_rate_warning PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_save_system_metrics_with_psutil PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_run_model_benchmark_error_cases PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_get_model_performance_report_all PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_initialize_data_directories_creates_readmes PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_best_model_creative_and_general_tasks PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_quantization_info_match_and_guess_family PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_estimate_model_vram_q4 PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_get_model_capabilities_unknown PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_get_model_performance_report_specific_missing PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_best_general_model_fallback_to_first PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_healthcheck_model_file_missing_warns PASSED [ 12%]
tests/agents/core/test_model_registry.py::test_run_inference_with_stats_timeout_error PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_model_scores_invalid_last_used PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_scan_models_unknown_skipped PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_scan_models_skip_existing PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_estimate_model_vram_other_quant PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_module_main_block_executes_with_runpy PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_monitor_gpu_usage_exception_path PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_best_model_for_prompt_general_qa PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_parse_nvidia_smi_malformed_line PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_estimate_model_vram_quant_none PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_healthcheck_missing_dir_and_llama PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_detect_available_vram_default_error PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_instrumentation_writer_labels PASSED [ 13%]
tests/agents/core/test_model_registry.py::test_registry_persistence_loads_from_file PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_load_models_metadata_and_defaults PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_run_inference_variants PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_run_inference_with_stats_error_paths PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_scan_models_detects_nemotron_and_arch_agent PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_load_models_metadata_override_for_new_models PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_guess_family_new_models PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_save_and_load_inference_stats PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_benchmarks_and_metrics_io PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_detect_available_vram_and_loaded_models_usage PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_model_scoring_sort_and_selection PASSED [ 14%]
tests/agents/core/test_model_registry.py::test_get_best_model_for_task_scoring_mode PASSED [ 14%]
tests/agents/core/test_model_scoring_edges.py::test_zero_inference_time_and_fallback_tokens_per_second PASSED [ 15%]
tests/agents/core/test_model_scoring_edges.py::test_missing_stats_candidate_is_handled PASSED [ 15%]
tests/agents/core/test_model_scoring_edges.py::test_deterministic_tie_breaker_on_equal_scores PASSED [ 15%]
tests/agents/core/test_model_selection_scoring.py::test_scoring_prefers_strength_match[python_coding-code] PASSED [ 15%]
tests/agents/core/test_model_selection_scoring.py::test_scoring_prefers_strength_match[documentation-doc] PASSED [ 15%]
tests/agents/core/test_model_selection_scoring.py::test_scoring_penalizes_unavailable PASSED [ 15%]
tests/agents/core/test_models_cli.py::test_models_cli_refresh_list_health_run PASSED [ 15%]
tests/agents/core/test_models_cli.py::test_models_cli_parser_and_main_help PASSED [ 15%]
tests/agents/core/test_models_cli.py::test_models_cli_benchmark_and_optimize PASSED [ 15%]
tests/agents/core/test_persistence.py::test_snapshot_and_restore_roundtrip PASSED [ 15%]
tests/agents/core/test_persistence.py::test_restore_preserves_max_version PASSED [ 15%]
tests/agents/core/test_state_cache_invalidation.py::test_ui_paths_for_key_mappings_and_dedup PASSED [ 15%]
tests/agents/core/test_state_cache_invalidation.py::test_install_bridge_attaches_and_invalidates PASSED [ 15%]
tests/agents/core/test_state_cache_invalidation.py::test_get_invalidator_dynamic_resolution PASSED [ 16%]
tests/agents/core/test_state_cache_invalidation.py::test_bridge_ignores_non_statekey PASSED [ 16%]
tests/agents/core/test_state_cache_invalidation.py::test_install_bridge_no_middleware_attached PASSED [ 16%]
tests/agents/core/test_state_events.py::test_emit_one_event_per_set PASSED [ 16%]
tests/agents/core/test_state_events.py::test_deleted_emits_state_deleted PASSED [ 16%]
tests/agents/core/test_state_events.py::test_respect_disable_flag PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_wire_roundtrip_includes_expected_fields PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_from_wire_handles_missing_key_with_defaults PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_to_wire_accepts_dict_key_and_optional_fields PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_start_publishes_on_local_change PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_start_skips_when_connect_fails PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_start_handles_subscribe_exception_still_starts_thread PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_subscriber_loop_calls_invalidator_for_foreign_origin PASSED [ 16%]
tests/agents/core/test_state_pubsub.py::test_stop_is_graceful_when_not_started PASSED [ 17%]
tests/agents/core/test_state_pubsub.py::test_setup_state_pubsub_enables_with_env_and_store PASSED [ 17%]
tests/agents/core/test_state_pubsub.py::test_setup_state_pubsub_no_env_noop PASSED [ 17%]
tests/agents/core/test_state_pubsub.py::test_setup_state_pubsub_env_but_no_store PASSED [ 17%]
tests/agents/core/test_state_pubsub.py::test_subscriber_loop_handles_bytes_and_malformed PASSED [ 17%]
tests/agents/core/test_state_store.py::test_set_get_version_monotonic PASSED [ 17%]
tests/agents/core/test_state_store.py::test_update_cas_conflict PASSED   [ 17%]
tests/agents/core/test_state_store.py::test_delete_and_notfound PASSED   [ 17%]
tests/agents/core/test_state_store.py::test_list_by_namespace_and_prefix PASSED [ 17%]
tests/agents/core/test_state_store.py::test_change_hooks_called_and_unsubscribe PASSED [ 17%]
tests/agents/core/test_state_store_bridge_and_persistence.py::test_cas_success_and_conflict PASSED [ 17%]
tests/agents/core/test_state_store_bridge_and_persistence.py::test_change_hooks_with_and_without_event_bridge PASSED [ 17%]
tests/agents/core/test_state_store_bridge_and_persistence.py::test_bridge_counters_and_backpressure_drop PASSED [ 18%]
tests/agents/core/test_state_store_bridge_and_persistence.py::test_persist_restore_smoke_and_utc_check PASSED [ 18%]
tests/agents/core/test_state_store_utc_and_cas.py::test_change_record_ts_is_utc_and_monotonic PASSED [ 18%]
tests/agents/core/test_state_store_utc_and_cas.py::test_cas_semantics_exact_and_plus_one PASSED [ 18%]
tests/agents/core/test_subproc_stream.py::test_run_cmd_stream_happy_path_and_idle_tick PASSED [ 18%]
tests/agents/core/test_subproc_stream.py::test_run_cmd_stream_hard_idle_timeout PASSED [ 18%]
tests/agents/core/test_subscriber.py::test_subscriber_invokes_handler_and_stops_cleanly PASSED [ 18%]
tests/agents/core/test_subscriber.py::test_subscriber_resilient_to_handler_errors PASSED [ 18%]
tests/agents/diagnostics/test_diagnostic_probes_and_metrics.py::test_rules_hash_present_metric_and_probe PASSED [ 18%]
tests/agents/diagnostics/test_diagnostic_probes_and_metrics.py::test_diagnostic_counters_exposed PASSED [ 18%]
tests/agents/diagnostics/test_diagnostic_probes_and_metrics.py::test_sse_cached_anomaly_flag_is_zero_by_default PASSED [ 18%]
tests/agents/diagnostics/test_diagnostic_probes_and_metrics.py::test_low_304_rate_probe_heuristic_non_failing PASSED [ 18%]
tests/agents/diagnostics/test_event_diagnostics_agent.py::test_event_diagnostics_agent_detects_bus_drops PASSED [ 18%]
tests/agents/interface/chainlit/widgets/test_anomaly_thresholds.py::test_load_anomaly_thresholds_resolves_overrides PASSED [ 19%]
tests/agents/interface/chainlit/widgets/test_anomaly_thresholds.py::test_load_anomaly_thresholds_invalid_override_logs_and_falls_back PASSED [ 19%]
tests/agents/interface/chainlit/widgets/test_anomaly_thresholds.py::test_get_anomaly_threshold_map_indexes_by_badge PASSED [ 19%]
tests/agents/interface/test_export_toolkit.py::test_export_requires_feature_flag PASSED [ 19%]
tests/agents/interface/test_export_toolkit.py::test_export_json_bundle_with_metadata PASSED [ 19%]
tests/agents/interface/test_export_toolkit.py::test_export_csv_bundle_compressed PASSED [ 19%]
tests/agents/interface/test_model_comparison_adapters.py::test_build_model_comparison_payload_happy_path PASSED [ 19%]
tests/agents/interface/test_model_comparison_adapters.py::test_build_model_comparison_payload_errors_when_missing PASSED [ 19%]
tests/agents/interface/test_model_comparison_adapters.py::test_build_model_comparison_payload_rejects_non_v2_summaries PASSED [ 19%]
tests/agents/optimization/test_negative_cache_proposal.py::test_negative_cache_proposal_and_mrp_logging PASSED [ 19%]
tests/agents/optimization/test_optimization_agent_metrics_and_proposal.py::test_optimization_agent_emits_proposal_and_counters PASSED [ 19%]
tests/agents/orchestrator/test_agent_factory.py::test_instantiate_agents_injects_config_when_supported PASSED [ 19%]
tests/agents/orchestrator/test_agent_factory.py::test_instantiate_agents_skips_config_when_not_supported PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory.py::test_instantiate_agents_respects_dry_run PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory.py::test_instantiate_agents_fallback_when_missing_module PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory_instrumentation.py::test_fallback_metric_increments_for_missing_class PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory_instrumentation.py::test_fallback_metric_increments_on_constructor_exception PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory_instrumentation.py::test_strict_mode_raises_on_missing_agent PASSED [ 20%]
tests/agents/orchestrator/test_agent_factory_instrumentation.py::test_dynamic_plugin_registration_injects_config PASSED [ 20%]
tests/agents/orchestrator/test_bounded_queue.py::test_bounded_queue_drops_oldest_and_enqueues_new PASSED [ 20%]
tests/agents/orchestrator/test_bounded_queue.py::test_bounded_queue_stats_timestamps_progress_monotonic PASSED [ 20%]
tests/agents/orchestrator/test_config_deprecated_phase13.py::test_strict_accepts_valid_deprecated_list PASSED [ 20%]
tests/agents/orchestrator/test_config_deprecated_phase13.py::test_strict_rejects_invalid_deprecated_entries PASSED [ 20%]
tests/agents/orchestrator/test_config_deprecated_phase13.py::test_lenient_drops_invalid_deprecated_list PASSED [ 20%]
tests/agents/orchestrator/test_config_deprecated_phase13.py::test_metric_not_incremented_when_absent PASSED [ 20%]
tests/agents/orchestrator/test_config_deprecated_phase13.py::test_metric_not_incremented_when_empty_list PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_include_adds_agents_and_metrics PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_include_main_overrides_conflict PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_missing_include_lenient_increments_counter PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_missing_include_strict_errors PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_circular_include_errors_and_counters PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_basic.py::test_multilevel_precedence PASSED [ 21%]
tests/agents/orchestrator/test_config_includes_reload_diff.py::test_reload_diff_with_included_file_change PASSED [ 21%]
tests/agents/orchestrator/test_config_inventory_sync.py::test_all_code_flags_documented PASSED [ 21%]
tests/agents/orchestrator/test_config_logging_phase8.py::test_load_success_has_agents_total_and_version PASSED [ 21%]
tests/agents/orchestrator/test_config_logging_phase8.py::test_load_error_emits_config_error_and_config_load PASSED [ 21%]
tests/agents/orchestrator/test_config_logging_phase8.py::test_reload_success_has_counts_and_totals PASSED [ 21%]
tests/agents/orchestrator/test_config_logging_phase8.py::test_reload_error_emits_config_error PASSED [ 22%]
tests/agents/orchestrator/test_config_logging_phase8.py::test_lenient_unknown_keys_only_when_lenient PASSED [ 22%]
