slug	file_count	files	locations
1-goals-success-criteria	12	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md:74;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:76;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:72;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:72;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:73;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:73;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:69;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:70;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:68;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:70;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:78;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:52
2-system-context	11	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:95;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:92;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:92;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:94;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:93;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:89;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:90;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:85;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:90;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:96;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:63
7-agent-automation-block	11	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md,docs/pipeline\pipeline_templates\tier_doc_system_instructions.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1283;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1112;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1756;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:896;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1052;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:419;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:954;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1079;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1209;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:174;docs/pipeline\pipeline_templates\tier_doc_system_instructions.md:145
8-update-log	11	docs/archives\temp_check_inventory_health_build.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md,docs/pipeline\pipeline_templates\tier_doc_system_instructions.md	docs/archives\temp_check_inventory_health_build.md:211;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1312;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1141;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1787;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:925;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1081;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:448;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:983;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1108;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:197;docs/pipeline\pipeline_templates\tier_doc_system_instructions.md:166
4-signals-telemetry	10	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1249;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1061;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1705;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:845;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:994;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:368;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:903;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1026;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1166;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:127
5-dependencies-stop-gates	10	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1263;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1079;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1723;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:863;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1020;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:386;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:921;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1046;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1184;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:141
agent-block-machine-readable	10	docs/playbooks\playbook-agent-operations.md,docs/playbooks\playbook-memory-refresh.md,docs/playbooks\playbook-migration.md,docs/playbooks\playbook-prompt-library.md,docs/standards\global\std-global-html-coding.md,docs/standards\global\std-global-markdown-authoring.md,docs/standards\global\std-global-monkey-patching.md,docs/standards\global\std-global-prompt-engineering.md,docs/standards\global\std-global-python-engineering.md,docs/standards\project\std-project-operating-standard.md	docs/playbooks\playbook-agent-operations.md:96;docs/playbooks\playbook-memory-refresh.md:113;docs/playbooks\playbook-migration.md:76;docs/playbooks\playbook-prompt-library.md:74;docs/standards\global\std-global-html-coding.md:126;docs/standards\global\std-global-markdown-authoring.md:152;docs/standards\global\std-global-monkey-patching.md:178;docs/standards\global\std-global-prompt-engineering.md:143;docs/standards\global\std-global-python-engineering.md:280;docs/standards\project\std-project-operating-standard.md:132
human-notes	10	docs/automation\check_inventory_health.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_lizard_report.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/pipeline\README.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md	docs/automation\check_inventory_health.md:78;docs/automation\collect_faulthandler_reports.md:72;docs/automation\diff_standards_index.md:50;docs/automation\generate_lizard_report.md:75;docs/automation\generate_undocumented_logic_report.md:42;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:79;docs/pipeline\README.md:126;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:350;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:344;docs/pipeline\pipeline_doc_map.md:144
6-instruction-block-required-by-tier-rules	9	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,docs/pipeline\pipeline_templates\tier2_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1100;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1744;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:884;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1040;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:407;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:942;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1067;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1201;docs/pipeline\pipeline_templates\tier2_pipeline_template.md:157
reference-prompts	9	docs/automation\check_inventory_health.md,docs/automation\collect_faulthandler_reports.md,docs/automation\diff_standards_index.md,docs/automation\generate_undocumented_logic_report.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/pipeline\README.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md,docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,docs/pipeline\pipeline_doc_map.md	docs/automation\check_inventory_health.md:96;docs/automation\collect_faulthandler_reports.md:110;docs/automation\diff_standards_index.md:93;docs/automation\generate_undocumented_logic_report.md:67;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:382;docs/pipeline\README.md:133;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:355;docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:193;docs/pipeline\pipeline_doc_map.md:150
1-script-identity	7	docs/archives\temp_check_inventory_health_build.md,docs/archives\temp_validate_import_boundaries_build.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/archives\temp_check_inventory_health_build.md:38;docs/archives\temp_validate_import_boundaries_build.md:40;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:40;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:40;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:40;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:40;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:40
2-current-state-analysis	7	docs/archives\temp_check_inventory_health_build.md,docs/archives\temp_validate_import_boundaries_build.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/archives\temp_check_inventory_health_build.md:64;docs/archives\temp_validate_import_boundaries_build.md:68;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:63;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:63;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:64;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:63;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:63
diagnostics	7	docs/automation\collect_test_log_reports.md,docs/automation\run_pytest_log_capture.md,docs/automation\scan_code_placeholders.md,docs/automation\scan_monkey_patches.md,docs/automation\seed_standards_prompts.md,docs/automation\validate_import_boundaries.md,docs/automation\validate_metrics_anchor_stubs.md	docs/automation\collect_test_log_reports.md:67;docs/automation\run_pytest_log_capture.md:70;docs/automation\scan_code_placeholders.md:72;docs/automation\scan_monkey_patches.md:82;docs/automation\seed_standards_prompts.md:48;docs/automation\validate_import_boundaries.md:48;docs/automation\validate_metrics_anchor_stubs.md:70
references	6	docs/automation\generate_test_coverage_inventory.md,docs/automation\healthview_onboarding.md,docs/automation\refactor_library_integration_notes.md,docs/standards\global\std-global-html-coding.md,docs/standards\global\std-global-monkey-patching.md,docs/standards\global\std-global-prompt-engineering.md	docs/automation\generate_test_coverage_inventory.md:131;docs/automation\healthview_onboarding.md:115;docs/automation\refactor_library_integration_notes.md:92;docs/standards\global\std-global-html-coding.md:120;docs/standards\global\std-global-monkey-patching.md:164;docs/standards\global\std-global-prompt-engineering.md:129
verification-checklist	6	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md:160;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md:406;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:131;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:138;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:128;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:115
3-gap-analysis	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:194;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:192;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:126;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:185;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:191
4-changes-made	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:210;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:208;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:142;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:202;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:207
5-evidence	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:217;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:215;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:149;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:213;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:214
6-completion	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:231;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:229;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:163;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:227;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:228
objective	5	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,docs/automation\traceability\generate_code_doc_churn_report_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:5;docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:3;docs/automation\traceability\generate_code_doc_churn_report_plan.md:22;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:10;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:9
open-questions	5	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\fault_pipeline_aggregator_plan.md,docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:76;docs/automation\traceability\fault_pipeline_aggregator_plan.md:23;docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:74;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:76;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:73
script-build-template-scriptname	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:27;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:27;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:27;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:27;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:27
script-inventory	5	docs/automation\report_paths_migration_pattern.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	docs/automation\report_paths_migration_pattern.md:47;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:20;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:20;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:28;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:28
