slug	file_count	files	locations
1-goals-success-criteria	12	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md:74;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:76;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:72;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:72;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:73;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:73;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:69;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:70;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:68;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:70;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:78;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:52
2-system-context	11	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:95;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:92;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:92;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:94;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:93;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:89;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:90;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_onboarding_tools_roster.md:85;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:90;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:96;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:63
7-agent-automation-block	11	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md,.repo_studios/docs/pipeline\pipeline_templates\tier_doc_system_instructions.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1283;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1112;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1756;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:896;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1052;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:419;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:954;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1079;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1209;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:174;.repo_studios/docs/pipeline\pipeline_templates\tier_doc_system_instructions.md:145
8-update-log	11	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md,.repo_studios/docs/pipeline\pipeline_templates\tier_doc_system_instructions.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:211;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1312;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1141;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1787;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:925;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1081;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:448;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:983;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1108;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:197;.repo_studios/docs/pipeline\pipeline_templates\tier_doc_system_instructions.md:166
4-signals-telemetry	10	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1249;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1061;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1705;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:845;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:994;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:368;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:903;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1026;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1166;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:127
5-dependencies-stop-gates	10	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_roster.md:1263;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1079;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1723;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:863;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1020;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:386;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:921;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1046;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1184;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:141
agent-block-machine-readable	10	.repo_studios/docs/playbooks\playbook-agent-operations.md,.repo_studios/docs/playbooks\playbook-memory-refresh.md,.repo_studios/docs/playbooks\playbook-migration.md,.repo_studios/docs/playbooks\playbook-prompt-library.md,.repo_studios/docs/standards\global\std-global-html-coding.md,.repo_studios/docs/standards\global\std-global-markdown-authoring.md,.repo_studios/docs/standards\global\std-global-monkey-patching.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md,.repo_studios/docs/standards\global\std-global-python-engineering.md,.repo_studios/docs/standards\project\std-project-operating-standard.md	.repo_studios/docs/playbooks\playbook-agent-operations.md:96;.repo_studios/docs/playbooks\playbook-memory-refresh.md:113;.repo_studios/docs/playbooks\playbook-migration.md:76;.repo_studios/docs/playbooks\playbook-prompt-library.md:74;.repo_studios/docs/standards\global\std-global-html-coding.md:126;.repo_studios/docs/standards\global\std-global-markdown-authoring.md:152;.repo_studios/docs/standards\global\std-global-monkey-patching.md:178;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:143;.repo_studios/docs/standards\global\std-global-python-engineering.md:280;.repo_studios/docs/standards\project\std-project-operating-standard.md:132
human-notes	10	.repo_studios/docs/automation\check_inventory_health.md,.repo_studios/docs/automation\collect_faulthandler_reports.md,.repo_studios/docs/automation\diff_standards_index.md,.repo_studios/docs/automation\generate_lizard_report.md,.repo_studios/docs/automation\generate_undocumented_logic_report.md,.repo_studios/docs/pipeline\README.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,.repo_studios/docs/pipeline\pipeline_doc_map.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md	.repo_studios/docs/automation\check_inventory_health.md:78;.repo_studios/docs/automation\collect_faulthandler_reports.md:72;.repo_studios/docs/automation\diff_standards_index.md:50;.repo_studios/docs/automation\generate_lizard_report.md:75;.repo_studios/docs/automation\generate_undocumented_logic_report.md:42;.repo_studios/docs/pipeline\README.md:126;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:344;.repo_studios/docs/pipeline\pipeline_doc_map.md:144;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:79;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:350
6-instruction-block-required-by-tier-rules	9	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md,.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_dependency_import_hygiene_roster.md:1100;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_docs_health_overview_roster.md:1744;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_fault_diagnostics_overview_roster.md:884;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_full_suite_overview_roster.md:1040;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_healthview_roster_template.md:407;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_monkey_patch_oversight_roster.md:942;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_standards_integrity_roster.md:1067;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_test_execution_telemetry_roster.md:1201;.repo_studios/docs/pipeline\pipeline_templates\tier2_pipeline_template.md:157
reference-prompts	9	.repo_studios/docs/automation\check_inventory_health.md,.repo_studios/docs/automation\collect_faulthandler_reports.md,.repo_studios/docs/automation\diff_standards_index.md,.repo_studios/docs/automation\generate_undocumented_logic_report.md,.repo_studios/docs/pipeline\README.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md,.repo_studios/docs/pipeline\pipeline_doc_map.md,docs/automation\reviews\standards_integrity_output_review-2026-01-21.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md	.repo_studios/docs/automation\check_inventory_health.md:96;.repo_studios/docs/automation\collect_faulthandler_reports.md:110;.repo_studios/docs/automation\diff_standards_index.md:93;.repo_studios/docs/automation\generate_undocumented_logic_report.md:67;.repo_studios/docs/pipeline\README.md:133;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\workflows\healthview_agent_loop_implementation_plan.md:193;.repo_studios/docs/pipeline\pipeline_doc_map.md:150;docs/automation\reviews\standards_integrity_output_review-2026-01-21.md:382;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_2_1_docs_health_expectations_temp.md:355
1-script-identity	7	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/archives\temp_validate_import_boundaries_build.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:38;.repo_studios/docs/archives\temp_validate_import_boundaries_build.md:40;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:40;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:40;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:40;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:40;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:40
2-current-state-analysis	7	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/archives\temp_validate_import_boundaries_build.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:64;.repo_studios/docs/archives\temp_validate_import_boundaries_build.md:68;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:63;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:63;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:64;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:63;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:63
diagnostics	7	.repo_studios/docs/automation\collect_test_log_reports.md,.repo_studios/docs/automation\run_pytest_log_capture.md,.repo_studios/docs/automation\scan_code_placeholders.md,.repo_studios/docs/automation\scan_monkey_patches.md,.repo_studios/docs/automation\seed_standards_prompts.md,.repo_studios/docs/automation\validate_import_boundaries.md,.repo_studios/docs/automation\validate_metrics_anchor_stubs.md	.repo_studios/docs/automation\collect_test_log_reports.md:67;.repo_studios/docs/automation\run_pytest_log_capture.md:70;.repo_studios/docs/automation\scan_code_placeholders.md:72;.repo_studios/docs/automation\scan_monkey_patches.md:82;.repo_studios/docs/automation\seed_standards_prompts.md:48;.repo_studios/docs/automation\validate_import_boundaries.md:48;.repo_studios/docs/automation\validate_metrics_anchor_stubs.md:70
references	6	.repo_studios/docs/automation\generate_test_coverage_inventory.md,.repo_studios/docs/automation\healthview_onboarding.md,.repo_studios/docs/automation\refactor_library_integration_notes.md,.repo_studios/docs/standards\global\std-global-html-coding.md,.repo_studios/docs/standards\global\std-global-monkey-patching.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md	.repo_studios/docs/automation\generate_test_coverage_inventory.md:131;.repo_studios/docs/automation\healthview_onboarding.md:115;.repo_studios/docs/automation\refactor_library_integration_notes.md:92;.repo_studios/docs/standards\global\std-global-html-coding.md:120;.repo_studios/docs/standards\global\std-global-monkey-patching.md:164;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:129
verification-checklist	6	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_11_1_implementation_plan.md:160;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md:406;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:131;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:138;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:128;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:115
3-gap-analysis	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:194;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:192;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:126;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:185;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:191
4-changes-made	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:210;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:208;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:142;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:202;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:207
5-evidence	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:217;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:215;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:149;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:213;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:214
