module	entity_type	qualified_name	line	reason
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.scan_file	748	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.iter_python_files	807	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.augment_findings_with_git	833	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.summarize_findings	849	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.compose_payload	859	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.render_markdown_report	905	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.render_log	951	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.ensure_run_directory	968	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.write_artifacts	1067	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.prune_history	1113	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.scan_repository	1124	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.run_self_test	1152	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.parse_args	1223	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.configure_logging	1284	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.build_paths	1288	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.run	1292	missing docstring
.repo_studios/scripts/producers/scan_monkey_patches.py	function	.repo_studios.scripts.producers.scan_monkey_patches.main	1372	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.ValidationIssue	83	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationIssue.to_dict	89	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.ValidationReport	103	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationReport.add	106	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationReport.errors	110	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationReport.warnings	114	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationReport.to_json	117	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.ValidationStats	122	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidationStats.to_dict	126	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.EnumRegistry	134	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.EnumRegistry.load	138	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.EnumRegistry.ensure	146	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.ValidatorConfig	167	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidatorConfig.load	174	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	method	.repo_studios.scripts.producers.validate_inventory.ValidatorConfig.is_suppressed	193	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.update_latest_artifacts	229	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.prune_history	240	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.iterate_inventory_files	281	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.validate_record	393	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.validate_file	409	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.render_markdown	449	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.render_log	468	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.write_run_artifacts	486	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.compose_payload	493	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.compose_raw_payload	531	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.build_parser	545	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.Paths	570	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.BasePaths	579	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.Options	586	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	class	.repo_studios.scripts.producers.validate_inventory.KeepOptions	621	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.build_paths	646	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.build_options	684	missing docstring
.repo_studios/scripts/producers/validate_inventory.py	function	.repo_studios.scripts.producers.validate_inventory.main	694	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	class	.repo_studios.scripts.producers.generate_anchor_inventory.Paths	57	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	class	.repo_studios.scripts.producers.generate_anchor_inventory.Options	64	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.slugify	91	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.iter_markdown_files	100	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	class	.repo_studios.scripts.producers.generate_anchor_inventory.SlugStat	108	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	class	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary	120	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	method	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary.heading_count	126	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	method	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary.unique_slugs	129	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	method	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary.duplicate_slugs	132	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	method	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary.missing_h1	135	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	method	.repo_studios.scripts.producers.generate_anchor_inventory.DocumentSummary.missing_h2	138	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.collect	208	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.parse_args	238	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.extract_test_allowlist_size	276	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.build_summary	296	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.build_cross_file_duplicates	327	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.build_cross_file_membership	333	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.build_document_payload	343	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.build_report	368	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.render_markdown	398	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.render_tsv	499	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.render_documents_csv	508	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.emit_summary_log	539	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.load_allow_set	583	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.maybe_write_legacy_json	602	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.run	610	missing docstring
.repo_studios/scripts/producers/generate_anchor_inventory.py	function	.repo_studios.scripts.producers.generate_anchor_inventory.main	718	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	class	.repo_studios.scripts.producers.scan_code_placeholders.Paths	67	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	class	.repo_studios.scripts.producers.scan_code_placeholders.ScanOptions	74	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	class	.repo_studios.scripts.producers.scan_code_placeholders.Options	84	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	class	.repo_studios.scripts.producers.scan_code_placeholders.PlaceholderRecord	117	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	method	.repo_studios.scripts.producers.scan_code_placeholders.PlaceholderRecord.to_dict	124	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.parse_args	134	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.build_paths	185	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.load_allowlist	189	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.normalize_patterns	213	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.normalize_extensions	220	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.normalize_exclude_prefixes	230	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.compile_pattern_regex	256	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.scan_placeholders	263	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.compose_payload	328	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.render_markdown_report	360	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.render_log	390	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.ensure_run_directory	406	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.write_artifacts	412	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.prune_history	453	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.configure_logging	470	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.run	474	missing docstring
.repo_studios/scripts/producers/scan_code_placeholders.py	function	.repo_studios.scripts.producers.scan_code_placeholders.main	528	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	class	.repo_studios.scripts.producers.seed_standards_prompts.Paths	55	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	class	.repo_studios.scripts.producers.seed_standards_prompts.Options	62	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	class	.repo_studios.scripts.producers.seed_standards_prompts.KeepOptions	93	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.parse_args	103	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.configure_logging	151	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.build_paths	155	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.build_options	170	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.load_index	184	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.build_seed	192	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.summarize_seed	217	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.render_seed	245	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.ensure_run_directory	262	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.write_seed_files	268	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.render_markdown_report	283	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.render_log	315	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.write_artifacts	348	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.prune_history	370	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.emit_legacy_output	387	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.compose_payload	400	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.run	425	missing docstring
.repo_studios/scripts/producers/seed_standards_prompts.py	function	.repo_studios.scripts.producers.seed_standards_prompts.main	477	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	class	.repo_studios.scripts.producers.analyze_test_hardening.Paths	52	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	class	.repo_studios.scripts.producers.analyze_test_hardening.Options	58	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	class	.repo_studios.scripts.producers.analyze_test_hardening.TestIssue	86	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	class	.repo_studios.scripts.producers.analyze_test_hardening.TestFileAnalysis	94	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	method	.repo_studios.scripts.producers.analyze_test_hardening.TestFileAnalysis.severity_counts	103	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	method	.repo_studios.scripts.producers.analyze_test_hardening.TestFileAnalysis.priority_score	111	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.parse_args	116	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.build_paths	142	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.build_options	146	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.configure_logging	151	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.discover_test_files	155	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.analyze_file	168	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.analyze_all	390	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.compose_payload	402	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.render_markdown_report	487	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.render_log	559	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.write_artifacts	575	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.prune_history	607	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.run	631	missing docstring
.repo_studios/scripts/producers/analyze_test_hardening.py	function	.repo_studios.scripts.producers.analyze_test_hardening.main	653	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	class	.repo_studios.scripts.producers.verify_docs_integrity.JsonBlockResult	56	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	class	.repo_studios.scripts.producers.verify_docs_integrity.Paths	64	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	class	.repo_studios.scripts.producers.verify_docs_integrity.Options	71	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	class	.repo_studios.scripts.producers.verify_docs_integrity.DocumentProcessingResult	106	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	class	.repo_studios.scripts.producers.verify_docs_integrity.VerificationOutcome	116	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.parse_args	128	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.configure_logging	172	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.build_paths	176	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.build_options	180	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.compute_exit_codes_hash	205	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.process_file	234	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.regenerate_index_table	261	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.verify_all	345	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.compose_payload	396	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.render_markdown_report	471	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.render_log	502	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.write_artifacts	520	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.prune_history	552	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.run	569	missing docstring
.repo_studios/scripts/producers/verify_docs_integrity.py	function	.repo_studios.scripts.producers.verify_docs_integrity.main	624	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	class	.repo_studios.scripts.producers.generate_doc_index.Paths	83	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	class	.repo_studios.scripts.producers.generate_doc_index.Options	89	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	class	.repo_studios.scripts.producers.generate_doc_index.Heading	94	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	class	.repo_studios.scripts.producers.generate_doc_index.SubHeading	101	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	class	.repo_studios.scripts.producers.generate_doc_index.DocumentRecord	110	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.slugify	149	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.iter_markdown_files	170	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.parse_markdown_document	297	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.collect_documents	373	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.build_metrics	381	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.build_database_placeholder	432	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.build_payload	441	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.build_csv	485	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.render_bundle	570	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.handle_database_placeholder	692	missing docstring
.repo_studios/scripts/producers/generate_doc_index.py	function	.repo_studios.scripts.producers.generate_doc_index.parse_args	699	missing docstring
